59224.5,51499.4
58125.2,42936.9

58125.2,42936.9
59224.5,51499.4

74280.9,42726.4
81259.1,49859.2

81259.1,49859.2
74280.9,42726.4

82463.7,42443
81259.1,49859.2

81259.1,49859.2
82463.7,42443

82463.7,42443
74280.9,42726.4

74280.9,42726.4
82463.7,42443

51651.4,4750.67
43759.5,1002.38

43759.5,1002.38
51651.4,4750.67

31562.9,26899.9
42536,31263.4

42536,31263.4
31562.9,26899.9

78101.1,36523.9
81259.1,49859.2

81259.1,49859.2
78101.1,36523.9

78101.1,36523.9
74280.9,42726.4

74280.9,42726.4
78101.1,36523.9

78101.1,36523.9
82463.7,42443

82463.7,42443
78101.1,36523.9

57738.5,66111.4
59224.5,51499.4

59224.5,51499.4
57738.5,66111.4

57738.5,66111.4
62961.6,71991.6

62961.6,71991.6
57738.5,66111.4

93734.2,37947.7
82463.7,42443

82463.7,42443
93734.2,37947.7

24429.7,16400.9
31562.9,26899.9

31562.9,26899.9
24429.7,16400.9

44933.4,51198.4
59224.5,51499.4

59224.5,51499.4
44933.4,51198.4

44933.4,51198.4
41704.2,57905.4

41704.2,57905.4
44933.4,51198.4

13289.7,9842.38
24429.7,16400.9

24429.7,16400.9
13289.7,9842.38

93870.2,9434.99
84118.3,11633.2

84118.3,11633.2
93870.2,9434.99

93870.2,9434.99
99435.1,22977

99435.1,22977
93870.2,9434.99

35167.8,69471.4
41704.2,57905.4

41704.2,57905.4
35167.8,69471.4

40803.7,91446.3
53965.9,90212.8

53965.9,90212.8
40803.7,91446.3

33862.8,39785.4
42536,31263.4

42536,31263.4
33862.8,39785.4

33862.8,39785.4
31562.9,26899.9

31562.9,26899.9
33862.8,39785.4

82801.7,77648.9
72780,87225.8

72780,87225.8
82801.7,77648.9

37246.1,56207.6
41704.2,57905.4

41704.2,57905.4
37246.1,56207.6

37246.1,56207.6
44933.4,51198.4

44933.4,51198.4
37246.1,56207.6

37246.1,56207.6
35167.8,69471.4

35167.8,69471.4
37246.1,56207.6

45226.3,52240.9
59224.5,51499.4

59224.5,51499.4
45226.3,52240.9

45226.3,52240.9
41704.2,57905.4

